pref_code,lg_code,metropolitan_area,city_area,pref_capital,city_type,pref_name,lg_name,total_pop,pop_2010,pop_increase_2010-2015,pop_increase_rate_2010-2015,area,pop_density,age_avg,age_mid,pop_sum,pop_u15,pop_15-64,pop_o65,pop_u15_ratio,pop_15-64_ratio,pop_o65_ratio,pop_sum_m,pop_u15_m,pop_15-64_m,pop_o65_m,pop_u15_ratio_m,pop_15-64_ratio_m,pop_o65_ratio_m,pop_sum_f,pop_u15_f,pop_15-64_f,pop_o65_f,pop_u15_ratio_f,pop_15-64_ratio_f,pop_o65_ratio_f,gender_ratio,japanese,foreigner,household_sum,household_general,household_facility,household_sum_2010,household_nuclear,household_spouses_only,household_parents_children,household_father_children,household_mother_children,household_single,household_single_o65,household_spouses_senior,household_three-generations
1,1455,,,,3,ñkäCìπ,î‰ïzí¨,3777,4042,-265,-6.6,87,44,54.3,58.9,3777,358,1896,1523,9.5,50.2,40.3,1787,171,953,663,9.6,53.3,37.1,1990,187,943,860,9.4,47.4,43.2,89.8,3776,1,1586,1579,7,1639,982,483,353,26,120,423,237,343,106
1,1456,,,,3,ñkäCìπ,à§ï í¨,2976,3328,-352,-10.6,250,12,54.9,60.3,2976,275,1443,1258,9.2,48.5,42.3,1393,149,715,529,10.7,51.3,38,1583,126,728,729,8,46,46.1,88,2941,35,1305,1301,4,1332,728,374,251,14,89,431,236,274,68
1,1457,,,,3,ñkäCìπ,è„êÏí¨,4044,4532,-488,-10.8,1049,4,53.8,58.9,4044,357,2082,1605,8.8,51.5,39.7,1936,169,1098,669,8.7,56.7,34.6,2108,188,984,936,8.9,46.7,44.4,91.8,4002,42,2102,2097,5,2303,980,545,306,25,104,997,388,395,61
1,1458,,,,3,ñkäCìπ,ìåêÏí¨,8111,7859,252,3.2,247,33,48.8,50,8111,1057,4450,2603,13,54.9,32.1,3719,510,2099,1109,13.7,56.5,29.8,4392,547,2351,1494,12.5,53.5,34,84.7,7900,211,3148,3132,16,2983,2009,884,875,34,216,826,363,565,157
1,1459,,,,3,ñkäCìπ,î¸âlí¨,10292,10956,-664,-6.1,677,15,52,55.2,10292,1116,5437,3735,10.8,52.8,36.3,4826,541,2690,1592,11.2,55.8,33,5466,575,2747,2143,10.5,50.3,39.2,88.3,10252,40,4288,4274,14,4301,2451,1161,950,39,301,1308,653,739,303
1,1460,,,,3,ñkäCìπ,è„ïxó«ñÏí¨,10826,11545,-719,-6.2,237,46,47.8,49,10826,1415,6141,3234,13.1,56.9,30,5442,731,3259,1420,13.5,60.2,26.2,5384,684,2882,1814,12.7,53.6,33.7,101.1,10804,22,4363,4317,46,4416,2696,1264,1082,55,295,1188,492,781,215
1,1461,,,,3,ñkäCìπ,íÜïxó«ñÏí¨,5069,5477,-408,-7.4,109,47,50.2,53.5,5069,648,2703,1672,12.9,53.8,33.3,2405,322,1334,724,13.5,56.1,30.4,2664,326,1369,948,12.3,51.8,35.9,90.3,5057,12,2025,2021,4,2015,1174,572,455,25,122,559,258,361,183
1,1462,,,,3,ñkäCìπ,ìÏïxó«ñÏí¨,2555,2814,-259,-9.2,666,4,50.1,51.1,2555,288,1451,816,11.3,56.8,31.9,1273,152,777,344,11.9,61,27,1282,136,674,472,10.6,52.6,36.8,99.3,2544,11,1132,1120,12,1199,559,298,203,8,50,475,164,176,53
1,1463,,,,3,ñkäCìπ,êËä•ë∫,1211,1394,-183,-13.1,571,2,47.7,47.1,1211,116,770,311,9.7,64.3,26,604,58,396,138,9.8,66.9,23.3,607,58,374,173,9.6,61.8,28.6,99.5,1150,61,704,704,-,794,287,166,93,3,25,384,66,84,11
1,1464,,,,3,ñkäCìπ,òaä¶í¨,3596,3832,-236,-6.2,225,16,54.7,59.8,3596,360,1709,1527,10,47.5,42.5,1656,181,865,610,10.9,52.2,36.8,1940,179,844,917,9.2,43.5,47.3,85.4,3588,8,1533,1530,3,1601,874,465,288,16,105,476,270,335,88
1,1465,,,,3,ñkäCìπ,åïï£í¨,3228,3565,-337,-9.5,131,25,53.3,57.6,3228,307,1733,1188,9.5,53.7,36.8,1567,164,885,518,10.5,56.5,33.1,1661,143,848,670,8.6,51.1,40.3,94.3,3225,3,1330,1317,13,1329,774,412,268,13,81,392,210,263,79
1,1468,,,,3,ñkäCìπ,â∫êÏí¨,3547,3775,-228,-6,644,6,53.6,57.2,3547,350,1827,1370,9.9,51.5,38.6,1718,173,969,576,10.1,56.4,33.5,1829,177,858,794,9.7,46.9,43.4,93.9,3515,32,1674,1575,99,1685,899,455,298,23,123,571,293,289,47
1,1469,,,,3,ñkäCìπ,î¸ê[í¨,4659,5178,-519,-10,672,7,52.6,56.5,4659,431,2495,1728,9.3,53.6,37.1,2287,237,1291,755,10.4,56.5,33.1,2372,194,1204,973,8.2,50.8,41,96.4,4646,13,2041,2018,23,2194,1131,609,377,17,128,725,330,404,80
1,1470,,,,3,ñkäCìπ,âπà–éqï{ë∫,832,995,-163,-16.4,276,3,48.6,53.6,832,45,558,229,5.4,67.1,27.5,435,16,317,102,3.7,72.9,23.4,397,29,241,127,7.3,60.7,32,109.6,825,7,405,371,34,486,184,129,41,2,12,161,35,66,6
1,1471,,,,3,ñkäCìπ,íÜêÏí¨,1767,1907,-140,-7.3,595,3,52.9,55.7,1767,183,958,626,10.4,54.2,35.4,938,103,555,280,11,59.2,29.9,829,80,403,346,9.7,48.6,41.7,113.1,1755,12,897,892,5,926,462,279,139,14,30,386,131,152,18
1,1472,,,,3,ñkäCìπ,ñyâ¡ì‡í¨,1525,1710,-185,-10.8,767,2,52.5,56.6,1525,154,774,597,10.1,50.8,39.1,754,76,407,271,10.1,54,35.9,771,78,367,326,10.1,47.6,42.3,97.8,1523,2,690,685,5,780,395,216,125,15,39,245,101,151,16
1,1481,,,,3,ñkäCìπ,ëùñ—í¨,4497,5078,-581,-11.4,370,12,55.4,60.9,4497,427,2179,1891,9.5,48.5,42.1,2024,234,1040,750,11.6,51.4,37.1,2473,193,1139,1141,7.8,46.1,46.1,81.8,4436,61,2051,2041,10,2208,1120,566,376,28,150,713,396,391,98
1,1482,,,,3,ñkäCìπ,è¨ïΩí¨,3336,3717,-381,-10.3,627,5,52.7,56.6,3336,301,1811,1224,9,54.3,36.7,1585,161,919,505,10.2,58,31.9,1751,140,892,719,8,50.9,41.1,90.5,3321,15,1406,1385,21,1512,765,402,246,13,104,461,223,246,89
1,1483,,,,3,ñkäCìπ,ìœëOí¨,3265,3656,-391,-10.7,455,7,53.5,58,3265,333,1657,1275,10.2,50.8,39.1,1549,176,843,530,11.4,54.4,34.2,1716,157,814,745,9.1,47.4,43.4,90.3,3254,11,1420,1409,11,1520,791,424,266,23,78,455,250,275,92
1,1484,,,,3,ñkäCìπ,âHñyí¨,7327,7964,-637,-8,473,16,53.7,58.6,7327,789,3629,2903,10.8,49.6,39.7,3490,408,1882,1195,11.7,54,34.3,3837,381,1747,1708,9.9,45.5,44.5,91,7318,6,3367,3363,4,3534,1894,1036,619,33,206,1185,614,664,137
1,1485,,,,3,ñkäCìπ,èâéRï ë∫,1217,1369,-152,-11.1,280,4,52.8,56.1,1217,114,666,437,9.4,54.7,35.9,578,53,345,180,9.2,59.7,31.1,639,61,321,257,9.5,50.2,40.2,90.5,1216,1,537,531,6,579,285,163,93,3,26,195,89,103,20
1,1486,,,,3,ñkäCìπ,âìï í¨,2806,3084,-278,-9,591,5,53.3,58,2806,296,1447,1063,10.5,51.6,37.9,1368,158,760,450,11.5,55.6,32.9,1438,138,687,613,9.6,47.8,42.6,95.1,2789,17,1225,1220,5,1304,737,419,234,12,72,376,171,250,47
1,1487,,,,3,ñkäCìπ,ìVâñí¨,3243,3780,-537,-14.2,354,9,51,54.4,3243,364,1830,1049,11.2,56.4,32.3,1643,187,1005,451,11.4,61.2,27.4,1600,177,825,598,11.1,51.6,37.4,102.7,3220,23,1502,1499,3,1619,801,422,270,22,87,563,182,237,70
1,1511,,,,3,ñkäCìπ,âéï•ë∫,2684,2825,-141,-5,590,5,45,46.1,2684,416,1656,612,15.5,61.7,22.8,1282,187,843,252,14.6,65.8,19.7,1402,229,813,360,16.3,58,25.7,91.4,2579,105,1174,1172,2,1220,623,285,283,11,44,443,115,121,61
1,1512,,,,3,ñkäCìπ,ïlì⁄ï í¨,3881,4168,-287,-6.9,402,10,50.6,53.4,3881,416,2218,1246,10.7,57.2,32.1,1871,210,1131,529,11.2,60.5,28.3,2010,206,1087,717,10.2,54.1,35.7,93.1,3763,118,1845,1840,5,1868,947,503,320,28,96,764,252,273,65
1,1513,,,,3,ñkäCìπ,íÜì⁄ï í¨,1757,1974,-217,-11,399,4,54.5,57.8,1757,158,918,680,9,52.3,38.7,869,82,490,296,9.4,56.5,34.1,888,76,428,384,8.6,48.2,43.2,97.9,1755,1,775,769,6,817,430,242,154,6,28,290,132,137,17
1,1514,,,,3,ñkäCìπ,é}çKí¨,8437,9125,-688,-7.5,1116,8,50.2,53.2,8437,990,4729,2717,11.7,56.1,32.2,3983,500,2337,1145,12.6,58.7,28.8,4454,490,2392,1572,11,53.7,35.3,89.4,8289,147,3772,3767,5,3952,2113,1069,738,55,251,1307,551,618,198
1,1516,,,,3,ñkäCìπ,ñLïxí¨,4054,4378,-324,-7.4,521,8,50.2,53.8,4054,477,2352,1224,11.8,58,30.2,2037,268,1255,514,13.2,61.6,25.2,2017,209,1097,710,10.4,54.4,35.2,101,4036,18,1782,1776,6,1854,1003,487,373,22,121,592,225,246,94
1,1517,,,,3,ñkäCìπ,óÁï∂í¨,2773,3078,-305,-9.9,82,34,52.4,56.2,2773,269,1561,943,9.7,56.3,34,1398,148,843,407,10.6,60.3,29.1,1375,121,718,536,8.8,52.2,39,101.7,2749,24,1353,1350,3,1445,691,391,211,17,72,549,228,211,50
1,1518,,,,3,ñkäCìπ,óòêKí¨,2303,2590,-287,-11.1,77,30,53.5,57.8,2303,217,1211,875,9.4,52.6,38,1122,93,652,377,8.3,58.1,33.6,1181,124,559,498,10.5,47.3,42.2,95,2302,1,1154,1150,4,1313,630,333,208,18,71,466,212,212,21
1,1519,,,,3,ñkäCìπ,óòêKïxémí¨,2787,3037,-250,-8.2,106,26,52.3,55.8,2787,340,1447,1000,12.2,51.9,35.9,1321,179,741,401,13.6,56.1,30.4,1466,161,706,599,11,48.2,40.9,90.1,2774,13,1264,1259,5,1363,720,348,287,11,74,446,217,211,29
1,1520,,,,3,ñkäCìπ,ñyâÑí¨,2447,2677,-230,-8.6,574,4,47.8,50.5,2447,320,1478,649,13.1,60.4,26.5,1279,166,842,271,13,65.8,21.2,1168,154,636,378,13.2,54.5,32.4,109.5,2427,20,1138,1128,10,1224,554,273,219,16,46,493,126,129,37
1,1543,,,,3,ñkäCìπ,î¸ñyí¨,20296,21575,-1279,-5.9,438,46,49.8,52.7,20296,2376,11374,6533,11.7,56.1,32.2,9763,1228,5750,2775,12.6,59,28.5,10533,1148,5624,3758,10.9,53.4,35.7,92.7,20239,54,8626,8601,25,8725,5219,2420,1983,116,700,2569,1189,1485,422
1,1544,,,,3,ñkäCìπ,í√ï í¨,5008,5646,-638,-11.3,717,7,55.3,60.8,5008,432,2483,2093,8.6,49.6,41.8,2427,233,1320,874,9.6,54.4,36,2581,199,1163,1219,7.7,45.1,47.2,94,4997,11,2231,2225,6,2358,1253,706,385,26,136,727,407,475,129
1,1545,,,,3,ñkäCìπ,éŒó¢í¨,12231,13045,-814,-6.2,737,17,49,51.5,12231,1426,7139,3666,11.7,58.4,30,6113,747,3794,1572,12.2,62.1,25.7,6118,679,3345,2094,11.1,54.7,34.2,99.9,12142,89,5547,5537,10,5759,2850,1362,1094,73,321,2134,726,774,293
1,1546,,,,3,ñkäCìπ,ê¥ó¢í¨,4221,4551,-330,-7.3,403,11,51.4,55.1,4221,528,2179,1514,12.5,51.6,35.9,2049,296,1119,634,14.4,54.6,30.9,2172,232,1060,880,10.7,48.8,40.5,94.3,4218,3,1671,1669,2,1784,939,475,337,16,111,481,230,301,162
1,1547,,,,3,ñkäCìπ,è¨ê¥êÖí¨,5085,5358,-273,-5.1,287,18,51.3,54.9,5085,599,2710,1773,11.8,53.3,34.9,2414,291,1377,744,12.1,57.1,30.8,2671,308,1333,1029,11.5,49.9,38.5,90.4,5062,23,2033,2029,4,2069,1091,549,394,27,121,600,273,317,220
1,1549,,,,3,ñkäCìπ,åPéqï{í¨,5100,5435,-335,-6.2,191,27,51.6,55.6,5100,616,2654,1830,12.1,52,35.9,2412,296,1321,795,12.3,54.8,33,2688,320,1333,1035,11.9,49.6,38.5,89.7,5082,18,1910,1907,3,1956,1114,512,413,31,158,441,233,351,229
1,1550,,,,3,ñkäCìπ,íuåÀí¨,3092,3428,-336,-9.8,527,6,55.1,60.3,3092,287,1496,1305,9.3,48.4,42.3,1424,141,729,550,9.9,51.3,38.7,1668,146,767,755,8.8,46,45.3,85.4,3088,4,1304,1299,5,1367,714,393,222,29,70,441,214,269,84
1,1552,,,,3,ñkäCìπ,ç≤òCä‘í¨,5362,5892,-530,-9,405,13,52.6,56.8,5362,601,2755,2006,11.2,51.4,37.4,2498,292,1343,863,11.7,53.8,34.5,2864,309,1412,1143,10.8,49.3,39.9,87.2,5219,143,2311,2304,7,2415,1292,717,424,22,129,746,328,454,135
1,1555,,,,3,ñkäCìπ,âìåyí¨,20873,22265,-1392,-6.3,1332,16,50.9,54,20873,2413,11111,7334,11.6,53.3,35.2,10081,1239,5728,3105,12.3,56.9,30.8,10792,1174,5383,4229,10.9,49.9,39.2,93.4,20826,46,9278,9214,64,9617,5471,2817,1933,103,618,3137,1420,1731,274
1,1559,,,,3,ñkäCìπ,óNï í¨,9231,10041,-810,-8.1,506,18,52,55.7,9231,965,4961,3305,10.5,53.7,35.8,4378,491,2501,1386,11.2,57.1,31.7,4853,474,2460,1919,9.8,50.7,39.5,90.2,9100,131,3861,3850,11,4010,2131,1076,752,49,254,1217,585,683,286
1,1560,,,,3,ñkäCìπ,ëÍè„í¨,2721,3028,-307,-10.1,767,4,55.6,60,2721,239,1362,1120,8.8,50.1,41.2,1292,127,702,463,9.8,54.3,35.8,1429,112,660,657,7.8,46.2,46,90.4,2710,11,1295,1292,3,1376,715,418,195,19,83,489,240,267,42
1,1561,,,,3,ñkäCìπ,ãªïîí¨,3909,4301,-392,-9.1,363,11,49.6,52.8,3909,464,2218,1227,11.9,56.7,31.4,1895,254,1131,510,13.4,59.7,26.9,2014,210,1087,717,10.4,54,35.6,94.1,3843,66,1757,1754,3,1877,976,484,365,18,109,615,234,281,91
1,1562,,,,3,ñkäCìπ,êºãªïîë∫,1116,1135,-19,-1.7,308,4,50.8,52.2,1116,119,630,367,10.7,56.5,32.9,542,61,345,136,11.3,63.7,25.1,574,58,285,231,10.1,49.7,40.2,94.4,1105,11,501,493,8,516,236,130,79,4,23,231,73,61,8
1,1563,,,,3,ñkäCìπ,óYïêí¨,4525,4939,-414,-8.4,637,7,50.5,53.5,4525,499,2588,1438,11,57.2,31.8,2136,258,1303,575,12.1,61,26.9,2389,241,1285,863,10.1,53.8,36.1,89.4,4359,166,2062,2059,3,2228,1036,510,374,27,125,792,306,268,125
1,1564,,,,3,ñkäCìπ,ëÂãÛí¨,7360,7933,-573,-7.2,344,21,50.7,54.2,7360,926,3969,2464,12.6,53.9,33.5,3552,476,2027,1048,13.4,57.1,29.5,3808,450,1942,1416,11.8,51,37.2,93.3,7352,8,2874,2865,9,2967,1612,753,617,54,188,807,386,436,296
1,1571,,,,3,ñkäCìπ,ñLâYí¨,4291,4528,-237,-5.2,234,18,51.8,54.9,4291,442,2315,1534,10.3,54,35.7,2000,219,1141,640,11,57.1,32,2291,223,1174,894,9.7,51.2,39,87.3,4270,21,1973,1961,12,1944,986,466,352,22,146,849,318,294,57
1,1575,,,,3,ñkäCìπ,ësïÀí¨,2922,3232,-310,-9.6,205,14,55.3,60.4,2922,282,1402,1238,9.7,48,42.4,1370,152,714,504,11.1,52.1,36.8,1552,130,688,734,8.4,44.3,47.3,88.3,2905,17,1168,1159,9,1226,610,288,206,24,92,439,179,193,50
1,1578,,,,3,ñkäCìπ,îíòVí¨,17740,19376,-1636,-8.4,426,42,54.2,60.1,17740,1475,8978,7204,8.4,50.8,40.8,8489,758,4544,3131,9,53.9,37.1,9251,717,4434,4073,7.8,48.1,44.2,91.8,17649,85,7955,7911,44,8412,4742,2485,1498,133,626,2648,1490,1681,233
1,1581,,,,3,ñkäCìπ,å˙ê^í¨,4838,4890,-52,-1.1,405,12,51.5,55.6,4838,532,2592,1714,11,53.6,35.4,2482,278,1449,755,11.2,58.4,30.4,2356,254,1143,959,10.8,48.5,40.7,105.3,4815,23,2126,2121,5,1972,1122,574,412,18,118,779,267,366,122
1,1584,,,,3,ñkäCìπ,ì¥ñÍåŒí¨,9299,10132,-833,-8.2,181,51,54.3,59,9299,823,4697,3738,8.9,50.7,40.4,4280,431,2254,1570,10.1,53,36.9,5019,392,2443,2168,7.8,48.8,43.3,85.3,9221,72,4240,4217,23,4461,2255,1181,716,53,305,1631,786,767,162
1,1585,,,,3,ñkäCìπ,à¿ïΩí¨,8148,8726,-578,-6.6,237,34,50.8,53.7,8148,887,4429,2814,10.9,54.5,34.6,4049,445,2380,1209,11,59,30,4099,442,2049,1605,10.8,50,39.2,98.8,8112,36,3651,3635,16,3753,2030,988,743,52,247,1325,586,639,156
1,1586,,,,3,ñkäCìπ,ÇﬁÇ©ÇÌí¨,8596,9746,-1150,-11.8,711,12,52.5,57,8596,845,4609,3141,9.8,53.6,36.5,4211,435,2463,1312,10.3,58.5,31.2,4385,410,2146,1829,9.4,48.9,41.7,96,8504,92,3784,3768,16,4127,2036,1066,680,45,245,1342,636,635,200
1,1601,,,,3,ñkäCìπ,ì˙çÇí¨,12378,13615,-1237,-9.1,992,13,50,52.8,12378,1456,6961,3961,11.8,56.2,32,6174,738,3721,1715,12,60.3,27.8,6204,718,3240,2246,11.6,52.2,36.2,99.5,12268,110,5781,5736,45,6064,2994,1497,1102,64,331,2310,821,867,206
1,1602,,,,3,ñkäCìπ,ïΩéÊí¨,5315,5596,-281,-5,743,7,49.6,52.1,5315,662,2949,1704,12.5,55.5,32.1,2630,335,1567,728,12.7,59.6,27.7,2685,327,1382,976,12.2,51.5,36.4,98,5189,125,2373,2306,67,2412,1231,608,457,25,141,872,387,350,108
1,1604,,,,3,ñkäCìπ,êVä•í¨,5592,5775,-183,-3.2,586,10,49.2,50.9,5592,733,3115,1708,13.2,56.1,30.7,2717,361,1629,698,13.4,60.6,26,2875,372,1486,1010,13,51.8,35.2,94.5,5531,61,2405,2389,16,2388,1298,568,545,35,150,835,333,311,119
1,1607,,,,3,ñkäCìπ,âYâÕí¨,13075,14389,-1314,-9.1,694,19,49,51,13075,1509,7670,3895,11.5,58.7,29.8,6368,802,3955,1610,12.6,62.1,25.3,6707,707,3715,2285,10.5,55.4,34.1,94.9,13001,74,6178,6152,26,6358,3120,1445,1181,66,428,2587,885,795,211
1,1608,,,,3,ñkäCìπ,óléóí¨,4518,5114,-596,-11.7,364,12,53,57.6,4518,449,2432,1635,9.9,53.9,36.2,2139,232,1222,683,10.9,57.2,32,2379,217,1210,952,9.1,50.9,40,89.9,4504,14,2044,2042,2,2206,1171,582,410,32,147,675,380,334,88
1,1609,,,,3,ñkäCìπ,Ç¶ÇËÇ‡í¨,4906,5413,-507,-9.4,284,17,47.7,50.1,4906,687,2852,1367,14,58.1,27.9,2449,357,1505,587,14.6,61.5,24,2457,330,1347,780,13.4,54.8,31.7,99.7,4883,23,1929,1915,14,2036,1073,489,432,29,123,549,243,258,181
1,1610,,,,3,ñkäCìπ,êVÇ–ÇæÇ©í¨,23231,25419,-2188,-8.6,1148,20,49.7,52,23231,2798,12991,7427,12.1,56,32,11188,1445,6613,3121,12.9,59.2,27.9,12043,1353,6378,4306,11.2,53,35.8,92.9,23164,63,10443,10392,51,11015,5801,2773,2093,139,796,3775,1589,1624,398
1,1631,,,,3,ñkäCìπ,âπçXí¨,44807,45085,-278,-0.6,466,96,46.2,47,44807,6645,26252,11866,14.8,58.6,26.5,21080,3380,12586,5093,16.1,59.8,24.2,23727,3265,13666,6773,13.8,57.7,28.6,88.8,44701,76,18019,17975,44,17660,11550,4658,5200,231,1461,4844,1980,2523,870
1,1632,,,,3,ñkäCìπ,émñyí¨,6132,6416,-284,-4.4,259,24,48.6,51.5,6132,844,3494,1794,13.8,57,29.3,2939,422,1780,737,14.4,60.6,25.1,3193,422,1714,1057,13.2,53.7,33.1,92,6093,39,2479,2474,5,2458,1257,590,516,25,126,882,325,311,231
1,1633,,,,3,ñkäCìπ,è„émñyí¨,4765,5080,-315,-6.2,694,7,51.6,55.4,4765,543,2543,1676,11.4,53.4,35.2,2300,277,1302,719,12.1,56.7,31.3,2465,266,1241,957,10.8,50.4,38.8,93.3,4727,38,2177,2172,5,2225,1130,590,399,26,115,850,344,369,107
1,1634,,,,3,ñkäCìπ,é≠í«í¨,5542,5702,-160,-2.8,403,14,47,47.6,5542,808,3167,1567,14.6,57.1,28.3,2718,406,1631,681,14.9,60,25.1,2824,402,1536,886,14.2,54.4,31.4,96.2,5497,45,2258,2251,7,2270,1252,566,536,25,125,770,254,329,135
1,1635,,,,3,ñkäCìπ,êVìæí¨,6288,6653,-365,-5.5,1064,6,51.4,54.6,6288,661,3441,2183,10.5,54.7,34.7,3123,354,1809,957,11.3,58,30.7,3165,307,1632,1226,9.7,51.6,38.7,98.7,6215,73,3043,3027,16,3106,1579,820,557,48,154,1279,450,517,63
1,1636,,,,3,ñkäCìπ,ê¥êÖí¨,9599,9961,-362,-3.6,402,24,51,54.6,9599,1095,5167,3330,11.4,53.9,34.7,4683,571,2659,1448,12.2,56.8,31,4916,524,2508,1882,10.7,51,38.3,95.3,9544,53,4131,4108,23,4097,2349,1169,892,49,239,1388,557,761,202
1,1637,,,,3,ñkäCìπ,âËé∫í¨,18484,18905,-421,-2.2,514,36,46.9,48.2,18484,2815,10600,5042,15.3,57.4,27.3,8773,1412,5167,2175,16.1,59,24.8,9711,1403,5433,2867,14.5,56,29.5,90.3,18443,23,7169,7149,20,7089,4637,1944,2082,103,508,1745,768,1081,464
1,1638,,,,3,ñkäCìπ,íÜéDì‡ë∫,3966,4006,-40,-1,293,14,46.8,48.1,3966,519,2359,1087,13.1,59.5,27.4,1932,250,1230,451,12.9,63.7,23.4,2034,269,1129,636,13.2,55.5,31.3,95,3946,20,1609,1599,10,1570,915,424,397,14,80,542,189,224,80
1,1639,,,,3,ñkäCìπ,çXï ë∫,3185,3391,-206,-6.1,177,18,48.1,50,3185,431,1831,923,13.5,57.5,29,1567,230,959,378,14.7,61.2,24.1,1618,201,872,545,12.4,53.9,33.7,96.8,3178,7,1239,1234,5,1274,644,292,271,19,62,386,135,163,136
1,1641,,,,3,ñkäCìπ,ëÂé˜í¨,5738,5977,-239,-4,816,7,50.4,53.6,5738,702,3092,1943,12.2,53.9,33.9,2810,355,1613,842,12.6,57.4,30,2928,347,1479,1101,11.9,50.5,37.6,96,5690,48,2534,2530,4,2533,1386,711,505,33,137,898,313,428,123
1,1642,,,,3,ñkäCìπ,çLîˆí¨,7030,7881,-851,-10.8,597,12,51.8,55.7,7030,757,3822,2451,10.8,54.4,34.9,3357,370,1971,1016,11,58.7,30.3,3673,387,1851,1435,10.5,50.4,39.1,91.4,6997,33,3157,3148,9,3294,1836,935,628,41,232,1043,477,566,140
1,1643,,,,3,ñkäCìπ,ñãï í¨,26760,26547,213,0.8,478,56,48.4,50.6,26760,3542,15173,8025,13.2,56.7,30,12627,1792,7286,3536,14.2,57.8,28,14133,1750,7887,4489,12.4,55.8,31.8,89.3,26704,46,10944,10918,26,10359,7235,3192,2995,153,895,2742,1251,1878,516
1,1644,,,,3,ñkäCìπ,írìcí¨,6882,7527,-645,-8.6,372,19,54.5,59.3,6882,622,3437,2751,9.1,50.5,40.4,3253,317,1710,1185,9.9,53.2,36.9,3629,305,1727,1566,8.5,48,43.5,89.6,6871,11,3044,3029,15,3189,1754,906,596,49,203,970,509,616,155
1,1645,,,,3,ñkäCìπ,ñLç†í¨,3182,3394,-212,-6.2,537,6,53.5,57.6,3182,317,1659,1206,10,52.1,37.9,1523,169,839,515,11.1,55.1,33.8,1659,148,820,691,8.9,49.4,41.7,91.8,3157,25,1362,1359,3,1376,762,418,267,18,59,436,197,264,91
1,1646,,,,3,ñkäCìπ,ñ{ï í¨,7358,8275,-917,-11.1,392,19,53.2,57.8,7358,734,3821,2802,10,51.9,38.1,3615,379,2030,1206,10.5,56.2,33.4,3743,355,1791,1596,9.5,47.9,42.7,96.6,7340,18,3260,3251,9,3482,1874,1021,590,49,214,1069,555,628,163
1,1647,,,,3,ñkäCìπ,ë´äÒí¨,6990,7630,-640,-8.4,1408,5,52.8,57.1,6990,807,3533,2648,11.5,50.6,37.9,3380,425,1824,1129,12.6,54,33.4,3610,382,1709,1519,10.6,47.3,42.1,93.6,6981,9,3179,3168,11,3348,1817,965,577,50,225,1079,502,621,116
1,1648,,,,3,ñkäCìπ,ó§ï í¨,2482,2650,-168,-6.3,609,4,53.1,56.6,2482,247,1311,923,10,52.8,37.2,1253,122,740,390,9.7,59.1,31.2,1229,125,571,533,10.2,46.5,43.4,102,2461,21,1128,1120,8,1135,578,316,198,15,49,454,178,198,40
